Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,lat_1,lat_2,lon_1,lon_2,lat_1_radians,lat_2_radians,lon_1_radians,lon_2_radians,distance (miles),distance (Km)
"Lisbon, Portugal - Manchester, United Kingdom",LIS,MAN,38.8,-9.13,53.37,0.1,38.8,53.37,-9.13,0.1,0.677187508,0.931481889,-0.159348504,0.001745329,1099,1768
"London, United Kingdom - Tokyo, Japan",LHR,HND,51.5,-0.45,35.55,139.75,51.5,35.55,-0.45,139.75,0.898844243,0.620464327,-0.007853979,2.439096758,5964,9598
"Athens, Greece - London, United Kingdom",LHR,ATH,51.5,-0.45,37.89,23.72,51.5,37.89,-0.45,23.72,0.898844243,0.661305017,-0.007853979,0.413991951,1504,2420
"Bangkok, Thailand - Seoul, Republic Of Korea",ICN,BKK,37.5,126.66,13.71,100.77,37.5,13.71,126.66,100.77,0.654498235,0.239284555,2.21063324,1.758767658,2290,3685
"Abu Dhabi, United Arab Emirates - Paris, France",AUH,CDG,24.4,54.64,49.01,2.54,24.4,49.01,54.64,2.54,0.425860185,0.855385561,0.953647562,0.044331347,3268,5260
"Los Angeles, United States Of America - New York, United States Of America",JFK,LAX,40.6,-73.79,34.05,-118.24,40.6,34.05,-73.79,-118.24,0.708603423,0.594284398,-1.287877995,-2.06367657,2460,3959
"Nairobi, Kenya - Paris, France",CDG,NBO,49,2.54,-1.28,36.81,49,-1.28,2.54,36.81,0.855211028,-0.022340206,0.044331347,0.642455468,4034,6492
"Madras, India - Nairobi, Kenya",MAA,NBO,25.3,51.56,-1.28,36.81,25.3,-1.28,51.56,36.81,0.441568143,-0.022340206,0.899891441,0.642455468,2087,3359
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34,51.5,55.96,-0.45,-3.34,0.898844243,0.9766859,-0.007853979,-0.058293976,330,532
"Naples, Italy - Palermo, Italy",NAP,PMO,40.8,14.25,38.12,13.36,40.8,38.12,14.25,13.36,0.71209408,0.665319273,0.248709329,0.233175905,191,308
"Houston, United States Of America - San Diego, United States Of America",IAH,SAN,30,-95.34,32.7,-102.18,30,32.7,-95.34,-102.18,0.523598588,0.570722461,-1.663996314,-1.783376792,445,716
"Brussels, Belgium - Madrid, Spain",MAD,BRU,40.5,-3.58,50.89,4.48,40.5,50.89,-3.58,4.48,0.706858094,0.888197739,-0.062482765,0.078190723,816,1314
"Bloemfontein, South Africa - Port Elizabeth, South Africa",BFN,PLZ,-29.1,26.3,-33.98,25.61,-29.1,-33.98,26.3,25.61,-0.507890631,-0.593062668,0.459021429,0.446978662,340,547
"Miami, United States Of America - Washington Dc, United States Of America",DCA,MIA,38.9,-77.04,33.4,-110.87,38.9,33.4,-77.04,-110.87,0.678932836,0.582939762,-1.344601175,-1.93504585,1916,3083
"Belfast-city, United Kingdom - Leeds/bradford, United Kingdom",BHD,LBA,54.6,-5.87,53.87,-1.66,54.6,53.87,-5.87,-1.66,0.952949431,0.940208532,-0.10245079,-0.028972455,177,286
"Hong Kong, Hong Kong - Los Angeles, United States Of America",HKG,LAX,22.3,113.94,34.05,-118.24,22.3,34.05,113.94,-118.24,0.389208284,0.594284398,1.988627439,-2.06367657,7258,11680
"Barcelona, Spain - London, United Kingdom",LGW,BCN,51.2,-0.16,41.3,2.08,51.2,41.3,-0.16,2.08,0.893608257,0.720820723,-0.002792526,0.036302835,693,1115
"Copenhagen, Denmark - Stockholm, Sweden",ARN,CPH,60.7,15.85,55.63,12.64,60.7,55.63,15.85,12.64,1.059414477,0.970926316,0.276634588,0.220609539,370,595
"Portland, United States Of America - San Diego, United States Of America",SAN,PDX,32.7,-102.18,45.59,-122.59,32.7,45.59,-102.18,-122.59,0.570722461,0.795695321,-1.783376792,-2.139598365,1405,2261
"Dallas, United States Of America - Seoul, Republic Of Korea",DFW,ICN,32.9,-97.04,37.45,126.66,32.9,37.45,-97.04,126.66,0.574213119,0.653625571,-1.693666901,2.21063324,6828,10989
"Bombay, India - London, United Kingdom",BOM,LHR,19.1,72.86,51.47,-0.45,19.1,51.47,72.86,-0.45,0.333357768,0.898320645,1.271646438,-0.007853979,4485,7218
"Dubai, United Arab Emirates - Mauritius, Mauritius",MRU,DXB,-20.4,57.68,25.25,55.35,-20.4,25.25,57.68,55.35,-0.35604704,0.440695479,1.006705553,0.966039396,3161,5088
"Bangalore, India - London, United Kingdom",LHR,BLR,51.5,-0.45,12.8,77.65,51.5,12.8,-0.45,77.65,0.898844243,0.223402064,-0.007853979,1.35524768,5024,8085
"Kiev-borispol, Ukraine - London, United Kingdom",LHR,KBP,51.5,-0.45,50.43,30.55,51.5,50.43,-0.45,30.55,0.898844243,0.880169227,-0.007853979,0.533197896,1342,2160
"Geneva, Switzerland - Nice, France",GVA,NCE,46.2,6.11,43.67,7.21,46.2,43.67,6.11,7.21,0.806341826,0.762185012,0.106639579,0.125838194,183,295
"Accra, Ghana - Johannesburg, South Africa",JNB,ACC,-26.1,28.23,5.6,-0.17,-26.1,5.6,28.23,-0.17,-0.455530772,0.097738403,0.492706272,-0.002967059,2904,4674
"East Midlands, United Kingdom - Frankfurt, Germany",EMA,FRA,52.8,-1.33,50.05,8.56,52.8,50.05,-1.33,8.56,0.921533516,0.873536978,-0.023212871,0.149400131,467,751
"Entebbe/kampala, Uganda - Nairobi, Kenya",EBB,NBO,0,32.44,-1.28,36.81,0,-1.28,32.44,36.81,0,-0.022340206,0.566184607,0.642455468,315,507
"Bologna, Italy - New York, United States Of America",BLQ,JFK,50.1,8.56,40.64,-73.79,50.1,40.64,8.56,-73.79,0.874409643,0.709301554,0.149400131,-1.287877995,3848,6193
"Bangkok, Thailand - Kuala Lumpur, Malaysia",KUL,BKK,2.8,101.71,13.71,100.77,2.8,13.71,101.71,100.77,0.048869202,0.239284555,1.775173747,1.758767658,757,1219
"Mahe Island, Seychelles Islands - Nairobi, Kenya",SEZ,NBO,-4.7,55.52,-1.28,36.81,-4.7,-1.28,55.52,36.81,-0.082030446,-0.022340206,0.969006454,0.642455468,1314,2114
"Atlanta, United States Of America - Orlando-intl, United States Of America",ATL,MCO,42.9,-83.53,28.44,-81.31,42.9,28.44,-83.53,-81.31,0.748745981,0.496371462,-1.457873003,-1.419126707,1008,1622
"Rio De Janeiro, Brazil - Santiago, Chile",GIG,SCL,-22.8,-43.24,-33.39,-70.79,-22.8,-33.39,-43.24,-70.79,-0.397934927,-0.582765229,-0.754680099,-1.235518136,1826,2939
"San Francisco, United States Of America - Santa Barbara, United States Of America",SFO,SBA,37.6,-122.39,34.43,-119.83,37.6,34.43,-122.39,-119.83,0.656243564,0.600916647,-2.136107708,-2.091427295,262,421
"New York, United States Of America - Taipei, Taiwan",TPE,JFK,25.1,121.24,40.64,-73.79,25.1,40.64,121.24,-73.79,0.438077486,0.709301554,2.116036428,-1.287877995,7801,12555
"Edinburgh, United Kingdom - Tokyo, Japan",NRT,EDI,51.5,-0.45,55.96,-3.34,51.5,55.96,-0.45,-3.34,0.898844243,0.9766859,-0.007853979,-0.058293976,330,532
"Hanoi, Viet Nam - Hong Kong, Hong Kong",HAN,HKG,21.2,105.81,22.32,113.94,21.2,22.32,105.81,113.94,0.370009669,0.38955735,1.846732221,1.988627439,528,850
"Athens, Greece - Singapore, Singapore",ATH,SIN,37.9,23.72,1.34,103.98,37.9,1.34,23.72,103.98,0.66147955,0.023387404,0.413991951,1.814792707,5637,9072
"Las Vegas, United States Of America - Manila, Philippines",MNL,LAS,14.5,121.02,32.02,-87.96,14.5,32.02,121.02,-87.96,0.253072651,0.558854227,2.112196706,-1.535191061,8703,14006
"London, United Kingdom - Nice, France",LHR,NCE,51.5,-0.45,43.67,7.21,51.5,43.67,-0.45,7.21,0.898844243,0.762185012,-0.007853979,0.125838194,648,1043
"Catania, Italy - Milan, Italy",LIN,CTA,45.5,9.18,37.51,15.07,45.5,37.51,9.18,15.07,0.794124526,0.654672768,0.160221168,0.263021024,631,1015
"Cairo, Egypt - Singapore, Singapore",CAI,SIN,30.1,31.25,1.34,103.98,30.1,1.34,31.25,103.98,0.525343917,0.023387404,0.545415196,1.814792707,5148,8285
"Brussels, Belgium - Los Angeles, United States Of America",BRU,LAX,51.5,-0.45,34.05,-118.24,51.5,34.05,-0.45,-118.24,0.898844243,0.594284398,-0.007853979,-2.06367657,5436,8749
"Regina, Canada - Toronto, Canada",YYZ,YQR,43.7,-79.61,50.43,-104.66,43.7,50.43,-79.61,-104.66,0.76270861,0.880169227,-1.389456121,-1.826660942,1261,2030
"Amsterdam, Netherlands - Geneva, Switzerland",GVA,AMS,46.2,6.11,52.31,4.75,46.2,52.31,6.11,4.75,0.806341826,0.912981405,0.106639579,0.08290311,427,687
"Los Angeles, United States Of America - New York, United States Of America",JFK,LAX,40.6,-73.79,34.05,-118.24,40.6,34.05,-73.79,-118.24,0.708603423,0.594284398,-1.287877995,-2.06367657,2460,3959
"Honolulu - Oahu, United States Of America - Seattle, United States Of America",SEA,HNL,39.9,-75.59,21.34,-157.92,39.9,21.34,-75.59,-157.92,0.696386123,0.372453129,-1.31929391,-2.756222969,4897,7881
"Portland, United States Of America - Seattle, United States Of America",PDX,SEA,45.6,-122.59,39.9,-75.59,45.6,39.9,-122.59,-75.59,0.795869854,0.696386123,-2.139598365,-1.31929391,2385,3838
"Gaborone, Botswana - Johannesburg, South Africa",GBE,JNB,-24.6,25.93,-26.13,28.23,-24.6,-26.13,25.93,28.23,-0.429350842,-0.45605437,0.452563713,0.492706272,178,287
"Frankfurt, Germany - Istanbul, Turkey",IST,FRA,41,28.99,50.05,8.56,41,50.05,28.99,8.56,0.715584737,0.873536978,0.505970769,0.149400131,1165,1876
"Milan, Italy - Moscow, Russia",MXP,SVO,45.5,9.18,55.96,37.42,45.5,55.96,9.18,37.42,0.794124526,0.9766859,0.160221168,0.653101973,1418,2282
"Beijing, China - Lanzhou, China",PEK,LHW,40.1,116.58,36.06,103.76,40.1,36.06,116.58,103.76,0.69987678,0.629365503,2.034704114,1.810952984,751,1209
"Hong Kong, Hong Kong - Jakarta-soekarno, Indonesia",CGK,HKG,-6.1,106.66,22.32,113.94,-6.1,22.32,106.66,113.94,-0.106465046,0.38955735,1.861567515,1.988627439,2027,3262
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57,52.3,47.45,4.75,8.57,0.912806872,0.828158434,0.08290311,0.149574663,376,605
"Edinburgh, United Kingdom - Frankfurt, Germany",FRA,EDI,51.5,-0.45,55.96,-3.34,51.5,55.96,-0.45,-3.34,0.898844243,0.9766859,-0.007853979,-0.058293976,330,532
"Beijing, China - Tokyo, Japan",HND,PEK,35.6,139.75,40.07,116.58,35.6,40.07,139.75,116.58,0.621336992,0.699353181,2.439096758,2.034704114,1299,2090
"Stockholm, Sweden - Zurich, Switzerland",ARN,ZRH,60.7,15.85,47.45,8.57,60.7,47.45,15.85,8.57,1.059414477,0.828158434,0.276634588,0.149574663,962,1547
"Geneva, Switzerland - Miami, United States Of America",GVA,MIA,40.5,-3.58,33.4,-110.87,40.5,33.4,-3.58,-110.87,0.706858094,0.582939762,-0.062482765,-1.93504585,5553,8936
"Algiers, Algeria - London, United Kingdom",ALG,LGW,36.7,3.22,51.16,-0.16,36.7,51.16,3.22,-0.16,0.640535606,0.892910126,0.056199582,-0.002792526,1014,1632
"Beirut, Lebanon - Riyadh, Saudi Arabia",BEY,RUH,33.8,35.49,24.94,46.71,33.8,24.94,35.49,46.71,0.589921076,0.43528496,0.61941713,0.815243002,911,1467
"Hanover, Germany - Paris, France",CDG,HAJ,49,2.54,52.46,9.7,49,52.46,2.54,9.7,0.855211028,0.915599398,0.044331347,0.169296877,394,634
"London, United Kingdom - San Juan, Puerto Rico",LHR,SJU,33.4,-110.87,18.44,-66.01,33.4,18.44,-110.87,-66.01,0.582939762,0.321838599,-1.93504585,-1.152091427,2950,4748
"Abu Dhabi, United Arab Emirates - Cairo, Egypt",AUH,CAI,24.4,54.64,30.05,31.25,24.4,30.05,54.64,31.25,0.425860185,0.524471253,0.953647562,0.545415196,1488,2394
"Belfast-city, United Kingdom - East Midlands, United Kingdom",BHD,EMA,54.6,-5.87,52.83,-1.33,54.6,52.83,-5.87,-1.33,0.952949431,0.922057114,-0.10245079,-0.023212871,222,358
"Madras, India - Tokyo, Japan",NRT,MAA,1.3,103.98,13.05,80.23,1.3,13.05,103.98,80.23,0.022689272,0.227765386,1.814792707,1.400277158,1818,2926
"Frankfurt, Germany - Hong Kong, Hong Kong",HKG,FRA,22.3,113.94,50.05,8.56,22.3,50.05,113.94,8.56,0.389208284,0.873536978,1.988627439,0.149400131,5695,9165
"Denver, United States Of America - San Francisco, United States Of America",DEN,SFO,39.8,-104.86,37.61,-122.39,39.8,37.61,-104.86,-122.39,0.694640794,0.656418097,-1.830151599,-2.136107708,957,1540
"Austin, United States Of America - Dallas, United States Of America",AUS,DFW,30.2,-97.67,32.87,-97.04,30.2,32.87,-97.67,-97.04,0.527089246,0.57368952,-1.704662471,-1.693666901,188,303
"Albuquerque, United States Of America - Dallas, United States Of America",DFW,ABQ,32.9,-97.04,35.05,-106.63,32.9,35.05,-97.04,-106.63,0.574213119,0.611737684,-1.693666901,-1.861043916,570,917
"Albuquerque, United States Of America - Denver, United States Of America",ABQ,DEN,35.1,-106.63,39.77,-104.86,35.1,39.77,-106.63,-104.86,0.612610348,0.694117195,-1.861043916,-1.830151599,337,543
"Boston, United States Of America - Washington Dc, United States Of America",BOS,DCA,42.2,-71,38.85,-77.04,42.2,38.85,-71,-77.04,0.736528681,0.678060172,-1.239183326,-1.344601175,393,632
"Hanoi, Viet Nam - Singapore, Singapore",SIN,HAN,1.3,103.98,21.23,105.81,1.3,21.23,103.98,105.81,0.022689272,0.370533268,1.814792707,1.846732221,1384,2227
"Philadelphia, United States Of America - Tokyo, Japan",NRT,PHL,39,-77.45,45.05,-89.01,39,45.05,-77.45,-89.01,0.680678165,0.786270547,-1.351757022,-1.553517012,725,1167
"Edinburgh, United Kingdom - Madrid, Spain",EDI,MAD,56,-3.34,40.46,-3.58,56,40.46,-3.34,-3.58,0.977384032,0.706159963,-0.058293976,-0.062482765,1075,1730
"Cedar Rapids/iowa City, United States Of America - Chicago, United States Of America",ORD,CID,41.6,-98.93,35.7,-80.1,41.6,35.7,-98.93,-80.1,0.726056709,0.62308232,-1.726653612,-1.398008231,1093,1759
"Basel-Mulhouse-Freiburg, Switzerland - London, United Kingdom",LCY,BSL,51.5,0.05,47.55,7.59,51.5,47.55,0.05,7.59,0.898844243,0.829903763,0.000872664,0.132470443,435,699
"Chicago, United States Of America - Santa Ana, United States Of America",SNA,ORD,37.4,-86.16,41.6,-98.93,37.4,41.6,-86.16,-98.93,0.652752907,0.726056709,-1.503775146,-1.726653612,740,1191
"Baltimore, United States Of America - Frankfurt, Germany",BWI,FRA,43.7,-79.61,50.05,8.56,43.7,50.05,-79.61,8.56,0.76270861,0.873536978,-1.389456121,0.149400131,3943,6346
"Porto, Portugal - Tokyo, Japan",HND,OPO,50.1,8.56,41.24,-8.67,50.1,41.24,8.56,-8.67,0.874409643,0.719773526,0.149400131,-0.151319992,1030,1657
"Frankfurt, Germany - Porto, Portugal",OPO,FRA,41.2,-8.67,50.05,8.56,41.2,50.05,-8.67,8.56,0.719075395,0.873536978,-0.151319992,0.149400131,1030,1658
"Frankfurt, Germany - San Francisco, United States Of America",FRA,SFO,50.1,8.56,37.61,-122.39,50.1,37.61,8.56,-122.39,0.874409643,0.656418097,0.149400131,-2.136107708,5688,9154
"Boston, United States Of America - San Diego, United States Of America",BOS,SAN,41.8,-87.74,32.7,-102.18,41.8,32.7,-87.74,-102.18,0.729547366,0.570722461,-1.531351338,-1.783376792,1012,1628
"London, United Kingdom - Malta, Malta",MLA,LHR,35.9,14.49,51.47,-0.45,35.9,51.47,14.49,-0.45,0.626572977,0.898320645,0.252898118,-0.007853979,1305,2101
"Bombay, India - Madrid, Spain",MAD,BOM,48.3,11.77,19.09,72.86,48.3,19.09,11.77,72.86,0.842993727,0.333183235,0.20542518,1.271646438,3926,6319
"Osaka, Japan - Singapore, Singapore",SIN,KIX,1.3,103.98,34.43,135.24,1.3,34.43,103.98,135.24,0.022689272,0.600916647,1.814792707,2.360382436,3053,4913
"Dublin, Republic Of Ireland - Frankfurt, Germany",DUB,FRA,53.3,-6.25,50.05,8.56,53.3,50.05,-6.25,8.56,0.930260159,0.873536978,-0.109083039,0.149400131,672,1082
"Chicago, United States Of America - Manchester, United Kingdom",MAN,ORD,51.5,-0.45,41.6,-98.93,51.5,41.6,-0.45,-98.93,0.898844243,0.726056709,-0.007853979,-1.726653612,4371,7035
"Basel-Mulhouse-Freiburg, Switzerland - Frankfurt, Germany",BSL,FRA,47.6,7.59,50.05,8.56,47.6,50.05,7.59,8.56,0.830776427,0.873536978,0.132470443,0.149400131,175,282
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",RUH,DXB,24.9,46.71,25.25,55.35,24.9,25.25,46.71,55.35,0.434586828,0.440695479,0.815243002,0.966039396,542,872
"Columbus, United States Of America - London, United Kingdom",CMH,LHR,40.7,-74.18,51.47,-0.45,40.7,51.47,-74.18,-0.45,0.710348752,0.898320645,-1.294684776,-0.007853979,3460,5569
"Delhi, India - London, United Kingdom",LGW,DEL,25.3,55.35,28.66,77.26,25.3,28.66,55.35,77.26,0.441568143,0.500211185,0.966039396,1.348440898,1368,2202
"Washington Dc, United States Of America - White Plains, United States Of America",DCA,HPN,38.9,-77.04,41.07,-73.7,38.9,41.07,-77.04,-73.7,0.678932836,0.716806467,-1.344601175,-1.286307199,232,373
"Milan, Italy - Paris, France",ORY,LIN,48.7,2.37,45.47,9.18,48.7,45.47,2.37,9.18,0.849975042,0.793600927,0.041364288,0.160221168,391,629
"Abu Dhabi, United Arab Emirates - Geneva, Switzerland",GVA,AUH,46.2,6.11,24.42,54.64,46.2,24.42,6.11,54.64,0.806341826,0.426209251,0.106639579,0.953647562,3064,4931
"Geneva, Switzerland - Kiev-borispol, Ukraine",KBP,GVA,48.3,11.77,46.23,6.11,48.3,46.23,11.77,6.11,0.842993727,0.806865425,0.20542518,0.106639579,302,486
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34,51.5,55.96,-0.45,-3.34,0.898844243,0.9766859,-0.007853979,-0.058293976,330,532
"West Palm Beach, United States Of America - White Plains, United States Of America",HPN,PBI,41.1,-73.7,26.69,-80.09,41.1,26.69,-73.7,-80.09,0.717330066,0.465828211,-1.286307199,-1.397833698,1061,1708
"Vancouver, Canada - Winnipeg, Canada",YWG,YVR,49.9,-97.23,49.19,-123.17,49.9,49.19,-97.23,-123.17,0.870918985,0.858527152,-1.696983025,-2.149721271,1159,1866
"Johannesburg, South Africa - Singapore, Singapore",SIN,JNB,1.3,103.98,-26.13,28.23,1.3,-26.13,103.98,28.23,0.022689272,-0.45605437,1.814792707,0.492706272,5383,8663
"Belfast-city, United Kingdom - Isle Of Man, United Kingdom",IOM,BHD,54.1,-4.63,54.61,-5.87,54.1,54.61,-4.63,-5.87,0.944222788,0.953123964,-0.080808715,-0.10245079,61,98
"Hong Kong, Hong Kong - Washington Dc, United States Of America",HKG,DCA,40.7,-74.18,38.85,-77.04,40.7,38.85,-74.18,-77.04,0.710348752,0.678060172,-1.294684776,-1.344601175,199,320
"Caracas, Venezuela - Miami, United States Of America",MIA,CCS,33.4,-110.87,10.61,-66.99,33.4,10.61,-110.87,-66.99,0.582939762,0.185179367,-1.93504585,-1.169195648,3192,5137
"Nantucket, United States Of America - New York, United States Of America",ACK,JFK,40.5,-77.06,40.64,-73.79,40.5,40.64,-77.06,-73.79,0.706858094,0.709301554,-1.344950241,-1.287877995,172,277
"Culiacan, Mexico - Mexico City, Mexico",MEX,CUL,19.4,-99.16,24.77,-107.47,19.4,24.77,-99.16,-107.47,0.338593754,0.432317901,-1.730667867,-1.875704676,649,1045
"Frankfurt, Germany - New York, United States Of America",JFK,FRA,40.6,-73.79,50.05,8.56,40.6,50.05,-73.79,8.56,0.708603423,0.873536978,-1.287877995,0.149400131,3851,6198
"Newark, United States Of America - Providence, United States Of America",PVD,EWR,41.7,-71.44,40.69,-74.18,41.7,40.69,-71.44,-74.18,0.727802038,0.710174219,-1.246862772,-1.294684776,159,256
"Ankara-esenboga, Turkey - Dubai, United Arab Emirates",DXB,ESB,41,28.99,40.11,32.99,41,40.11,28.99,32.99,0.715584737,0.700051313,0.505970769,0.575783914,219,352
"Helsinki, Finland - New York, United States Of America",HEL,JFK,60.3,24.97,40.64,-73.79,60.3,40.64,24.97,-73.79,1.052433163,0.709301554,0.435808558,-1.287877995,4111,6616
"Helsinki, Finland - San Francisco, United States Of America",SFO,HEL,50.1,8.56,60.31,24.97,50.1,60.31,8.56,24.97,0.874409643,1.052607696,0.149400131,0.435808558,953,1534
"Munich, Germany - Stockholm, Sweden",MUC,ARN,48.3,11.77,60.74,15.85,48.3,60.74,11.77,15.85,0.842993727,1.060112609,0.20542518,0.276634588,875,1409
"Billund, Denmark - Paris, France",BLL,CDG,55.8,9.15,49.01,2.54,55.8,49.01,9.15,2.54,0.973893374,0.855385561,0.159697569,0.044331347,546,878
"Cleveland, United States Of America - Philadelphia, United States Of America",CLE,PHL,45.5,-120.2,45.05,-89.01,45.5,45.05,-120.2,-89.01,0.794124526,0.786270547,-2.097885011,-1.553517012,1509,2428
"Beijing, China - Tokyo, Japan",PEK,HND,40.1,116.58,35.55,139.75,40.1,35.55,116.58,139.75,0.69987678,0.620464327,2.034704114,2.439096758,1300,2093
"Santiago, Chile - Sao Paulo, Brazil",GRU,SCL,-23.4,-46.48,-33.39,-70.79,-23.4,-33.39,-46.48,-70.79,-0.408406899,-0.582765229,-0.811228746,-1.235518136,1627,2619
"Erbil, Iraq - London, United Kingdom",LHR,EBL,48.2,16.37,36.18,44.02,48.2,36.18,16.37,44.02,0.841248399,0.631459898,0.285710296,0.768293662,1630,2623
"Boston, United States Of America - Memphis, United States Of America",BOS,MEM,42.2,-71,33.13,-88.31,42.2,33.13,-71,-88.31,0.736528681,0.578227374,-1.239183326,-1.541299711,1133,1824
"Ibiza, Spain - Palma - Mallorca Island, Spain",IBZ,PMI,38.9,1.37,39.54,2.73,38.9,39.54,1.37,2.73,0.678932836,0.690102939,0.023911002,0.047647472,85,137
"Montevideo, Uruguay - New York, United States Of America",LGA,MVD,33.4,-110.87,-34.83,-56.03,33.4,-34.83,-110.87,-56.03,0.582939762,-0.607897961,-1.93504585,-0.97790763,5907,9506
"Mauritius, Mauritius - Paris, France",MRU,CDG,-20.4,57.68,49.01,2.54,-20.4,49.01,57.68,2.54,-0.35604704,0.855385561,1.006705553,0.044331347,5875,9454
"Chicago, United States Of America - San Diego, United States Of America",ORD,SAN,41.6,-98.93,32.7,-102.18,41.6,32.7,-98.93,-102.18,0.726056709,0.570722461,-1.726653612,-1.783376792,641,1032
"Cedar Rapids/iowa City, United States Of America - New York, United States Of America",CID,LGA,41.6,-98.93,40.77,-73.88,41.6,40.77,-98.93,-73.88,0.726056709,0.711570482,-1.726653612,-1.28944879,1301,2093
"Detroit, United States Of America - Philadelphia, United States Of America",PHL,DTW,45.1,-89.01,37.26,-107.75,45.1,37.26,-89.01,-107.75,0.787143211,0.650309447,-1.553517012,-1.880591597,1112,1790
"New York, United States Of America - Seoul, Republic Of Korea",ICN,LGA,40.6,-73.79,40.77,-73.88,40.6,40.77,-73.79,-73.88,0.708603423,0.711570482,-1.287877995,-1.28944879,13,20
"New York, United States Of America - Phoenix, United States Of America",PHX,LGA,45.1,-89.01,40.77,-73.88,45.1,40.77,-89.01,-73.88,0.787143211,0.711570482,-1.553517012,-1.28944879,821,1321
"Edinburgh, United Kingdom - London, United Kingdom",LHR,EDI,51.5,-0.45,55.96,-3.34,51.5,55.96,-0.45,-3.34,0.898844243,0.9766859,-0.007853979,-0.058293976,330,532
"Frankfurt, Germany - London, United Kingdom",LHR,FRA,51.5,-0.45,50.05,8.56,51.5,50.05,-0.45,8.56,0.898844243,0.873536978,-0.007853979,0.149400131,406,654
"Las Vegas, United States Of America - Washington Dc, United States Of America",LAS,DCA,32,-87.96,38.85,-77.04,32,38.85,-87.96,-77.04,0.558505161,0.678060172,-1.535191061,-1.344601175,776,1248
"Austin, United States Of America - Philadelphia, United States Of America",PHL,AUS,35.2,-80.95,30.2,-97.67,35.2,30.2,-80.95,-97.67,0.614355677,0.527089246,-1.412843524,-1.704662471,1031,1660
"Boise, United States Of America - New York, United States Of America",JFK,BOI,40.8,-111.89,43.57,-116.22,40.8,43.57,-111.89,-116.22,0.71209408,0.760439683,-1.952848202,-2.028420931,293,472
"Minneapolis, United States Of America - Seoul, Republic Of Korea",ICN,MSP,41.6,-98.93,44.88,-93.2,41.6,44.88,-98.93,-93.2,0.726056709,0.783303488,-1.726653612,-1.626646281,367,591
"Amsterdam, Netherlands - Frankfurt, Germany",AMS,FRA,52.3,4.75,50.05,8.56,52.3,50.05,4.75,8.56,0.912806872,0.873536978,0.08290311,0.149400131,227,365
"New York, United States Of America - Sao Paulo, Brazil",LGA,GRU,33.4,-110.87,-23.42,-46.48,33.4,-23.42,-110.87,-46.48,0.582939762,-0.408755965,-1.93504585,-0.811228746,5779,9300
"Bangkok, Thailand - Beijing, China",PEK,BKK,40.1,116.58,13.71,100.77,40.1,13.71,116.58,100.77,0.69987678,0.239284555,2.034704114,1.758767658,2062,3318
"Atlanta, United States Of America - Seoul, Republic Of Korea",ATL,ICN,42.9,-83.53,37.45,126.66,42.9,37.45,-83.53,126.66,0.748745981,0.653625571,-1.457873003,2.21063324,6577,10585
"Denver, United States Of America - Washington Dc, United States Of America",IAD,DEN,39,-77.45,39.77,-104.86,39,39.77,-77.45,-104.86,0.680678165,0.694117195,-1.351757022,-1.830151599,1461,2351
"Fuzhou, China - Hong Kong, Hong Kong",HKG,FOC,22.3,113.94,26.08,119.28,22.3,26.08,113.94,119.28,0.389208284,0.455181706,1.988627439,2.081827987,426,686
"Hanover, Germany - Tokyo, Japan",HAJ,NRT,49,2.54,35.75,140.39,49,35.75,2.54,140.39,0.855211028,0.623954984,0.044331347,2.450266861,6042,9724
"New York, United States Of America - Warsaw, Poland",JFK,WAW,40.6,-73.79,52.17,20.98,40.6,52.17,-73.79,20.98,0.708603423,0.910537945,-1.287877995,0.366169946,4262,6859
"London, United Kingdom - Philadelphia, United States Of America",LHR,PHL,51.5,-0.45,45.05,-89.01,51.5,45.05,-0.45,-89.01,0.898844243,0.786270547,-0.007853979,-1.553517012,3846,6189
"Toronto, Canada - Vancouver, Canada",YVR,YYZ,49.2,-123.17,43.68,-79.61,49.2,43.68,-123.17,-79.61,0.858701685,0.762359545,-2.149721271,-1.389456121,2081,3349
"Beijing, China - Shanghai, China",PEK,PVG,40.1,116.58,31.12,121.8,40.1,31.12,116.58,121.8,0.69987678,0.543146269,2.034704114,2.125810269,687,1105
"Lisbon, Portugal - Madrid, Spain",MAD,LIS,40.5,-3.58,38.77,-9.13,40.5,38.77,-3.58,-9.13,0.706858094,0.676663909,-0.062482765,-0.159348504,319,513
"Frankfurt, Germany - Raleigh/durham, United States Of America",RDU,FRA,39,-77.45,50.05,8.56,39,50.05,-77.45,8.56,0.680678165,0.873536978,-1.351757022,0.149400131,4071,6552
"Abuja, Nigeria - Lagos, Nigeria",LOS,ABV,6.6,3.32,9.01,7.27,6.6,9.01,3.32,7.27,0.115191689,0.157254109,0.05794491,0.126885391,318,512
"New York, United States Of America - Orlando-intl, United States Of America",MCO,LGA,28.4,-81.31,40.77,-73.88,28.4,40.77,-81.31,-73.88,0.49567333,0.711570482,-1.419126707,-1.28944879,954,1535
